ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,OBJETOCONTRACTUAL,SECTOR,TIPOENTIDADOEE,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,MONTOADJUDICADOSOLES,CANTIDADADJUDICADA,TIPOPROVEEDOR,PROVEEDOR,DETALLEPROVEEDOR,RUBROS
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',38640,1,'Persona Juridica','AREQUIPA ECOINVERSIONES S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',183820,1,'Persona Juridica','CARTIR PERU S R L',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',143780,1,'Persona Juridica','NESSUS HOTELES PERU S.A.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',87360,1,'Persona Juridica','DERRAMA MAGISTERIAL',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',73920,1,'Persona Juridica','INVERSIONES IRURI SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',120960,1,'Persona Juridica','INVERSIONES TURISTICAS R.G. S.A.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',226800,1,'Persona Juridica','INVERSIONES DON QUIJOTE S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,'SAN ISIDRO',239400,1,'Persona Juridica','J & A PARDO HOTEL E.I.R.L',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'PROGRAMA NACIONAL DE SANEAMIENTO URBANO',LIMA,LIMA,'SAN ISIDRO',Servicio,'VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO','GOBIERNO NACIONAL','LA LIBERTAD',TRUJILLO,'EL PORVENIR',117600,1,'Persona Juridica','D & C SHADAY SERVICIOS GENERALES S.A.C. - D & C SHADAY S.A.C.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'EJERCITO PERUANO',LIMA,LIMA,'SAN BORJA',Bien,DEFENSA,'GOBIERNO NACIONAL',AREQUIPA,AREQUIPA,AREQUIPA,79504,25945,'Persona Natural','GARCIA RUIZ HEMERSON UBERTO',?,ALIMENTOS
'POLICIA NACIONAL DEL PERÚ - DIRECCIÓN DE ECONOMÍA Y FINANZAS',LIMA,LIMA,RIMAC,Servicio,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,RIMAC,360010,973,'Persona Juridica','RIMAC SEGUROS Y REASEGUROS',?,SEGUROS
'POLICIA NACIONAL DEL PERÚ - DIRECCIÓN DE ECONOMÍA Y FINANZAS',LIMA,LIMA,RIMAC,Servicio,INTERIOR,'GOBIERNO NACIONAL',LIMA,LIMA,RIMAC,47355,1,'Persona Juridica','RIMAC SEGUROS Y REASEGUROS',?,SEGUROS
'MUNICIPALIDAD DISTRITAL DE SANTA',ANCASH,SANTA,SANTA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',ANCASH,SANTA,SANTA,118352.2,9701,'Persona Juridica','INVERSIONES ENERGETICAS MINEROLOGIA Y COMBUSTIBLES SAN FERMIN E.I.R.L.-INVEMCOM-SAN FERMIN E.I.R.L.',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL',APURIMAC,ABANCAY,ABANCAY,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',APURIMAC,ABANCAY,ABANCAY,59000,10,'Persona Juridica','CLINICA CAVERO EIRL',?,'MATERIAL Y EQUIPO MEDICO'
'POLICÍA NACIONAL DEL PERÚ - II DIRECCIÓN TERRITORIAL CHICLAYO',LAMBAYEQUE,CHICLAYO,CHICLAYO,Servicio,INTERIOR,'GOBIERNO NACIONAL',LAMBAYEQUE,CHICLAYO,CHICLAYO,60352,7544,'Persona Juridica','INVERSIONES CORTEZ S.R.L',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'POLICÍA NACIONAL DEL PERÚ - II DIRECCIÓN TERRITORIAL CHICLAYO',LAMBAYEQUE,CHICLAYO,CHICLAYO,Servicio,INTERIOR,'GOBIERNO NACIONAL',CAJAMARCA,CAJAMARCA,CAJAMARCA,270648,33831,'Persona Natural','VALLEJOS ÑONTOL KATHERINE FIORELLA',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MUNICIPALIDAD PROVINCIAL DE CAJAMARCA',CAJAMARCA,CAJAMARCA,CAJAMARCA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',CAJAMARCA,CAJAMARCA,CAJAMARCA,95000,200,'Persona Juridica','INVERSIONES DE EVENTOS SERVICIOS GENERALES HOYOS E.I.R.L.',?,'OTROS BIENES'
'MUNICIPALIDAD PROVINCIAL DE CAJAMARCA',CAJAMARCA,CAJAMARCA,CAJAMARCA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',CAJAMARCA,CAJAMARCA,CAJAMARCA,54000,200,'Persona Natural','ALVA BECERRA EVELYN ADRIANA',?,'OTROS BIENES'
'GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO I SANTA ROSA PIURA',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PIURA,PIURA,'VEINTISEIS DE OCTUBRE',453240.36,85349.68,'Persona Juridica','AIR PRODUCTS PERU S.A.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE CERRO COLORADO',AREQUIPA,AREQUIPA,'CERRO COLORADO',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',AREQUIPA,AREQUIPA,'CERRO COLORADO',48000,1000,'Persona Juridica','SERVINMED E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE LA LIBERTAD Sede Central','LA LIBERTAD',TRUJILLO,TRUJILLO,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL','LA LIBERTAD',TRUJILLO,TRUJILLO,91635,6150,'Persona Juridica','E & N ENTERPRISE S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD METROPOLITANA DE LIMA',LIMA,LIMA,LIMA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,LIMA,152280,1,'Persona Juridica','INFORMATIC TECHNOLOGY LOGISTIC SAC',?,'MATERIAL Y EQUIPO MEDICO'
'MINISTERIO DEL AMBIENTE',LIMA,LIMA,'SAN ISIDRO',Servicio,AMBIENTE,'GOBIERNO NACIONAL',LIMA,LIMA,LIMA,745875,1,'Persona Juridica','CMTE.ADM.FDO.ASIST.Y ESTIM.TRAB.SECT.EDU',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MUNICIPALIDAD METROPOLITANA DE LIMA',LIMA,LIMA,LIMA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,LIMA,487200,17400,'Persona Juridica','CIA IMPORTADORA AMERICANA S.A.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD METROPOLITANA DE LIMA',LIMA,LIMA,LIMA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,LIMA,2821500,1,'Persona Juridica','GRUPO MUNDO - NEGOCIO S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',3300000,1,'Persona Juridica','PIEDRANGEL S.A.C.',?,'OTROS SERVICIOS'
'CENTRO VACACIONAL HUAMPANI',LIMA,LIMA,LURIGANCHO,Bien,EDUCACIÓN,'GOBIERNO NACIONAL',LIMA,LIMA,LURIGANCHO,45000,15000,'Persona Juridica','PROVEEDORES EBENEZER S.A.C.',?,ALIMENTOS
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,LIMA,339916.5,35970,'Persona Juridica','JOBAL PHARMA E.I.R.L.',?,MEDICAMENTOS
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,LIMA,65385,87180,'Persona Juridica','JOBAL PHARMA E.I.R.L.',?,MEDICAMENTOS
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,LIMA,123180,615900,'Persona Juridica','JOBAL PHARMA E.I.R.L.',?,MEDICAMENTOS
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,LIMA,238407,1833900,'Persona Juridica','JOBAL PHARMA E.I.R.L.',?,MEDICAMENTOS
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',288000,60000,'Persona Juridica','TEXGROUP S.A.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',90000,20000,'Persona Juridica','L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',90000,20000,'Persona Juridica','L & M MEDICAL SUPPLIES SOCIEDAD ANONIMA CERRADA',?,'OTROS BIENES'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,'JESUS MARIA',116425.26,316473,'Persona Juridica','NIPRO MEDICAL CORPORATION SUCURSAL DEL PERU',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,ANCASH,SANTA,CHIMBOTE,80000,500,'Persona Juridica','INVERMEDIC SAC',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,ANCASH,SANTA,CHIMBOTE,162000,3000,'Persona Juridica','INVERMEDIC SAC',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,ANCASH,SANTA,CHIMBOTE,66600,12000,'Persona Juridica','DELTALAB PERU E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,ANCASH,SANTA,CHIMBOTE,187680,12000,'Persona Juridica','SIMED PERU S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,ANCASH,SANTA,CHIMBOTE,210000,12000,'Persona Juridica','YARGO INTERNACIONAL E.I.R.L. - Y.I. E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL DE EMERGENCIAS - JOSÉ CASIMIRO ULLOA',LIMA,LIMA,MIRAFLORES,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,MIRAFLORES,92500,5000,'Persona Juridica','GENCOPHARMACEUTICAL S.A.C.',?,MEDICAMENTOS
'HOSPITAL DE EMERGENCIAS - JOSÉ CASIMIRO ULLOA',LIMA,LIMA,MIRAFLORES,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,MIRAFLORES,90000,5000,Consorcio,'CONSORCIO QUIMICA SUIZA S.A.C. - SANOFI-AVENTIS DEL PERU S.A','SANOFI-AVENTIS DEL PERU S.A',MEDICAMENTOS
'HOSPITAL DE EMERGENCIAS - JOSÉ CASIMIRO ULLOA',LIMA,LIMA,MIRAFLORES,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,MIRAFLORES,90000,5000,Consorcio,'CONSORCIO QUIMICA SUIZA S.A.C. - SANOFI-AVENTIS DEL PERU S.A','QUIMICA SUIZA SOCIEDAD ANONIMA CERRADA - QUIMICA SUIZA S.A.C.',MEDICAMENTOS
'INSTITUTO NACIONAL DE DEFENSA CIVIL',LIMA,LIMA,'SAN ISIDRO',Servicio,'PRESIDENCIA CONSEJO DE MINISTROS','GOBIERNO NACIONAL',CALLAO,CALLAO,CALLAO,63600,1,'Persona Juridica','FORCE PERU S.A.C.',?,'LIMPIEZA Y FUMIGACIÓN'
'DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE',LIMA,LIMA,INDEPENDENCIA,Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,INDEPENDENCIA,476000,7000,'Persona Juridica','CORPORACION RC SOLUCIONES E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'HOSPITAL NACIONAL HIPOLITO UNANUE',LIMA,LIMA,'EL AGUSTINO',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'EL AGUSTINO',170400,4800,'Persona Juridica','DIAGNOSTICA PERUANA S.A.C.',?,MEDICAMENTOS
'UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD',LIMA,LIMA,'SAN ISIDRO',Servicio,SALUD,'GOBIERNO NACIONAL',ICA,ICA,ICA,4199227.77,1,'Persona Juridica','SOLUCIONES ESTRUCTURALES SOCIEDAD ANONIMA CERRADA',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD',LIMA,LIMA,'SAN ISIDRO',Servicio,SALUD,'GOBIERNO NACIONAL',ICA,CHINCHA,'CHINCHA ALTA',3461588.91,1,'Persona Juridica','SOLUCIONES ESTRUCTURALES SOCIEDAD ANONIMA CERRADA',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'GOBIERNO REGIONAL DE AREQUIPA - GERENCIA REGIONAL DE SALUD',AREQUIPA,AREQUIPA,AREQUIPA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',AREQUIPA,AREQUIPA,AREQUIPA,78857.8,12,'Persona Juridica','BTS CONSULTORES S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO',LIMA,LIMA,MIRAFLORES,Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,SURQUILLO,209683.53,1,'Persona Juridica','SURPACK S.A.',?,'OTROS SERVICIOS'
'MUNICIPALIDAD DISTRITAL DE CERRO COLORADO',AREQUIPA,AREQUIPA,'CERRO COLORADO',Servicio,'GOBIERNO LOCAL','GOBIERNO LOCAL',AREQUIPA,AREQUIPA,'CERRO COLORADO',240300,3,'Persona Natural','ABSI CHAVEZ MARIAGRACIELA KARINA',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'UNIVERSIDAD NACIONAL SAN AGUSTIN',AREQUIPA,AREQUIPA,AREQUIPA,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',AREQUIPA,AREQUIPA,AREQUIPA,1987075.75,1,'Persona Juridica','TELEFONICA DEL PERU SAA',?,'OTROS SERVICIOS'
'MUNICIPALIDAD METROPOLITANA DE LIMA',LIMA,LIMA,LIMA,Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,LIMA,595689,356700,'Persona Juridica','DROGUERIA FARMACEUTICA PERUANA S.A.C. - DROFAR PERU S.A.C',?,'MATERIAL Y EQUIPO MEDICO'
'UNIVERSIDAD NACIONAL DE INGENIERIA',LIMA,LIMA,LIMA,Servicio,EDUCACIÓN,'GOBIERNO NACIONAL',LIMA,LIMA,RIMAC,274177.5,1,'Persona Juridica','TELEFONICA DEL PERU SAA',?,'OTROS SERVICIOS'
'HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR',LIMA,LIMA,'VILLA EL SALVADOR',Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'VILLA EL SALVADOR',460000,1,Consorcio,'CONSORCIO GRUPO SORENA S.A.C. Y CENKUS S.A.C.','CENTRO DE DIALISIS KUSAQ SOCIEDAD ANONIMA CERRADA - CENKUS S.A.C','OTROS SERVICIOS'
'HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR',LIMA,LIMA,'VILLA EL SALVADOR',Servicio,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'VILLA EL SALVADOR',460000,1,Consorcio,'CONSORCIO GRUPO SORENA S.A.C. Y CENKUS S.A.C.','GRUPO SORENA S.A.C.','OTROS SERVICIOS'
'PROGRAMA NACIONAL DE SANEAMIENTO RURAL',LIMA,LIMA,MIRAFLORES,Servicio,'VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO','GOBIERNO NACIONAL','LA LIBERTAD',ASCOPE,ASCOPE,144000,1,'Persona Juridica','EMPRESA DE TRANSPORTES OLIMPUS E.I.R.L.',?,'ADQUISICIÓN Y ALQUILER DE VEHÍCULOS'
'PROGRAMA NACIONAL DE SANEAMIENTO RURAL',LIMA,LIMA,MIRAFLORES,Servicio,'VIVIENDA CONSTRUCCIÓN Y SANEAMIENTO','GOBIERNO NACIONAL',TACNA,'JORGE BASADRE',ILABAYA,49843.2,1,'Persona Juridica','ANCRO S.R.L.',?,'OTROS SERVICIOS'
'MINISTERIO DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,BREÑA,41580,49500,'Persona Juridica','R & G SEGURIDAD E HIGIENE INDUSTRIAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,43680,1,'Persona Juridica','CARTIR PERU S R L',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,192080,1,'Persona Juridica','GRUPO ALQAMARI SOCIEDAD ANONIMA CERRADA',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,172200,1,'Persona Juridica','OPERACIONES TURISTICAS PERUANAS S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,60760,1,'Persona Juridica','EMF S.A.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,291200,1,'Persona Juridica','CARTIR PERU S R L',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,76440,1,'Persona Juridica','QUBIST S.A.C.',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'MINISTERIO DE COMERCIO EXTERIOR Y TURISMO',LIMA,LIMA,'SAN ISIDRO',Servicio,'COMERCIO EXTERIOR Y TURISMO','GOBIERNO NACIONAL',LIMA,LIMA,LIMA,54600,1,'Persona Juridica','JMB INVERSIONES S.A.C. - JMB IN SAC',?,'ALOJAMIENTO TEMPORAL Y ALIMENTACIÓN'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,CAÑETE,'SAN VICENTE DE CAÑETE',2500000,1,'Persona Juridica','ESCARCENA S.A.C',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'SAN MARTIN DE PORRES',4500000,1,'Persona Juridica','ESCARCENA S.A.C',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'EL AGUSTINO',2260000,1,'Persona Juridica','EXPOSISTEMAS SERVICIOS SAC',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,HUAURA,HUACHO,2500000,1,'Persona Juridica','ESCARCENA S.A.C',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019',LIMA,LIMA,'SAN LUIS',Servicio,'TRANSPORTES Y COMUNICACIONES','GOBIERNO NACIONAL',LIMA,LIMA,'EL AGUSTINO',1985196.6,1,'Persona Juridica','ESCARCENA S.A.C',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
'MINISTERIO DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,BREÑA,35880,78000,'Persona Juridica','R & G SEGURIDAD E HIGIENE INDUSTRIAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA',LIMA,LIMA,'SAN ISIDRO',Bien,'GOBIERNO LOCAL','GOBIERNO LOCAL',LIMA,LIMA,'SAN ISIDRO',97380,81150,'Persona Juridica','R & G SEGURIDAD E HIGIENE INDUSTRIAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',119340,28080,'Persona Juridica','TEXTILES CAMONES S.A.',?,'OTROS BIENES'
'CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD',LIMA,LIMA,'JESUS MARIA',Bien,SALUD,'GOBIERNO NACIONAL',LIMA,LIMA,'JESUS MARIA',84480,128000,'Persona Juridica','CORPORACION LANUS S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Bien,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LIMA,LIMA,LIMA,120000,6000,'Persona Juridica','ALKOFARMA E.I.R.L.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE PIURA-SALUD',PIURA,PIURA,CASTILLA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PIURA,PIURA,CASTILLA,84000,6000,'Persona Juridica','FACTIO QUALITAS S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO III SULLANA',PIURA,SULLANA,SULLANA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PIURA,SULLANA,SULLANA,110000,1,'Persona Juridica','NOVA MEDICAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO III SULLANA',PIURA,SULLANA,SULLANA,Bien,'GOBIERNO REGIONAL','GOBIERNO REGIONAL',PIURA,SULLANA,SULLANA,330000,2,'Persona Juridica','NOVA MEDICAL S.A.C.',?,'MATERIAL Y EQUIPO MEDICO'
'SEGURO SOCIAL DE SALUD',LIMA,LIMA,'JESUS MARIA',Servicio,'TRABAJO Y PROMOCIÓN DEL EMPLEO',FONAFE,LAMBAYEQUE,CHICLAYO,CHICLAYO,566539,1,'Persona Juridica','PRAXAIR PERU SRL',?,'OBRAS, CONSTRUCCIONES Y CONSULTORIAS'
